1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1.2773,1.12772,1.02943,0.94196,0.93308,0.92835,0.92988,0.92866,0.9136,0.90303,0.91613,0.92121,0.90788,0.89185,0.88944,0.88866,0.88503,0.8737,0.86232,0.87226,0.85328,0.86792,0.83469,0.82615,0.82668,0.8094,0.79418,0.76131,0.73099,0.69549,0.68884,0.6677,0.67205,0.61064,0.614,0.58593,0.57728,0.56882,0.58301,0.53083,0.56392,0.53782,0.55172,0.5555,0.56013,0.52676,0.56239,0.55039,0.55242,0.5235,0.51288,0.54046,0.54213,0.49463,0.52972,0.50925,0.54885,0.50897,0.53817,0.51486,0.53163,0.52858,0.54726,0.5252,0.53078,0.52548,0.51128,0.50455,0.53413,0.50328,0.52858,0.51323,0.50018,0.54056,0.51632,0.53702,0.54272,0.51668,0.51255,0.49819,0.52352,0.53651,0.51567,0.51917,0.52609,0.51213,0.52158,0.52046,0.50169,0.52606,0.55021,0.49391,0.51439,0.53528,0.51411,0.52007,0.50519,0.51757,0.50297,0.49693
0.44434,0.44824,0.45215,0.43774,0.43213,0.4397,0.43628,0.43335,0.43213,0.41406,0.43555,0.43604,0.43335,0.41895,0.40869,0.41406,0.41797,0.40674,0.37842,0.39062,0.38965,0.3938,0.36133,0.33569,0.34277,0.32349,0.3147,0.28882,0.27075,0.26514,0.2688,0.25732,0.27124,0.24561,0.25269,0.24023,0.24219,0.2312,0.23584,0.22192,0.23755,0.22876,0.23779,0.22681,0.24438,0.22754,0.23926,0.2356,0.23486,0.22412,0.22461,0.23828,0.229,0.21436,0.229,0.22559,0.24292,0.22583,0.2312,0.23438,0.2395,0.22876,0.23022,0.23413,0.23486,0.23755,0.22852,0.22192,0.22778,0.23193,0.24072,0.22388,0.22217,0.24292,0.22852,0.2373,0.24414,0.23413,0.23291,0.22095,0.23022,0.23608,0.23706,0.23438,0.23291,0.23755,0.24072,0.23193,0.22241,0.23853,0.24561,0.22144,0.22559,0.23804,0.23535,0.22388,0.22998,0.23169,0.22998,0.22241
