1,2,3,4,5,6,7,8,9,10
1.25416,2.72861,2.10345,1.07276,0.8307,0.89575,0.82103,0.72427,0.72731,0.73996
0.55664,0.38507,0.37958,0.36774,0.3313,0.35031,0.32797,0.30832,0.28085,0.27237
