1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
1.34557,0.98483,0.95077,0.8746,0.86246,0.8448,0.82374,0.8136,0.8,0.78986,0.80209,0.78339,0.74732,0.7444,0.77325,0.70343,0.69446,0.63847,0.71746,0.64576,0.63672,0.62853,0.57085,0.58858,0.55988,0.48196,0.52636,0.47833,0.55319,0.46871,0.53834,0.54402,0.45398,0.54054,0.44934,0.60243,0.58607,0.47829,0.50669,0.48572,0.47797,0.49848,0.52357,0.47467,0.45503,0.49902,0.46629,0.46415,0.46009,0.56379,0.48392,0.45108,0.44333,0.47458,0.52626,0.51762,0.45018,0.49654,0.46855,0.47765,0.38608,0.44049,0.39338,0.38001,0.49215,0.40827,0.40808,0.45222,0.43186,0.45593,0.42944,0.42101,0.45285,0.3666,0.44834,0.39342,0.32649,0.43938,0.39521,0.39614,0.41518,0.46783,0.37941,0.41425,0.43618,0.48274,0.38734,0.42231,0.38735,0.38884,0.38859,0.45535,0.47963,0.41209,0.46588,0.4494,0.38159,0.47126,0.33696,0.31515,0.34938,0.41814,0.38696,0.28982,0.44316,0.32567,0.39293,0.39475,0.32778,0.38906,0.25308,0.33832,0.40246,0.38371,0.39988,0.37041,0.34429,0.30058,0.30796,0.40045,0.35232,0.38185,0.43295,0.29756,0.34566,0.35813,0.3358,0.34698,0.44181,0.34203,0.40531,0.31987,0.39538,0.39167,0.3903,0.4072,0.38362,0.31138,0.3728,0.34623,0.34853,0.28661,0.37343,0.36995,0.43802,0.35252,0.28191,0.34698,0.45271,0.44806,0.25781,0.31518,0.29788,0.37155,0.36659,0.42159,0.44588,0.33035,0.39414,0.35369,0.39605,0.3249,0.3777,0.34731,0.37067,0.2364,0.33756,0.31411,0.33646,0.2815,0.36936,0.32209,0.39577,0.41125,0.29678,0.31905,0.35269,0.34139,0.42166,0.45842,0.47261,0.36985,0.32601,0.46051,0.42286,0.35629,0.43974,0.44396,0.38586,0.36671,0.36772,0.33678,0.37125,0.40003,0.34374,0.32019,0.31998,0.25089,0.31861,0.42596
0.49414,0.4043,0.40625,0.38281,0.37109,0.36523,0.3457,0.37305,0.33398,0.34961,0.34375,0.33594,0.32227,0.32422,0.31836,0.28906,0.25781,0.22266,0.25195,0.22656,0.21875,0.23242,0.21289,0.20508,0.19531,0.17578,0.21094,0.19336,0.2168,0.18555,0.20703,0.21094,0.17383,0.20508,0.15234,0.2207,0.24023,0.20508,0.20508,0.18359,0.17969,0.19727,0.20117,0.19336,0.16797,0.18555,0.19336,0.16602,0.17578,0.21875,0.19141,0.17773,0.19141,0.17383,0.19531,0.20508,0.16406,0.18555,0.17188,0.18359,0.15039,0.17969,0.15234,0.14648,0.18164,0.14844,0.1543,0.17383,0.14648,0.17383,0.15039,0.16211,0.16016,0.13867,0.17188,0.13672,0.11523,0.16992,0.14062,0.12891,0.15625,0.16797,0.15625,0.14453,0.16602,0.17578,0.12695,0.15039,0.12695,0.14453,0.13477,0.15039,0.17773,0.13281,0.16016,0.14844,0.13281,0.17578,0.10352,0.10156,0.125,0.14648,0.12891,0.09375,0.14648,0.10938,0.13867,0.13867,0.10156,0.14453,0.07227,0.11523,0.12891,0.11914,0.13281,0.13281,0.13672,0.09766,0.10547,0.14844,0.13281,0.14062,0.14648,0.10742,0.10352,0.11914,0.10156,0.11328,0.15234,0.11523,0.13867,0.09375,0.11914,0.13086,0.13477,0.14258,0.11914,0.09961,0.11719,0.11133,0.125,0.08398,0.12695,0.14062,0.14844,0.11914,0.0957,0.10938,0.1543,0.16211,0.08203,0.09375,0.08984,0.14062,0.11523,0.14844,0.16797,0.125,0.12695,0.12305,0.13867,0.11328,0.13281,0.12305,0.11914,0.07617,0.11914,0.09766,0.11328,0.08008,0.12891,0.11914,0.11914,0.12695,0.0957,0.10352,0.10742,0.12891,0.13477,0.16602,0.16797,0.12695,0.09961,0.1582,0.14062,0.11328,0.16406,0.16016,0.14062,0.11328,0.11328,0.10938,0.12891,0.13281,0.11914,0.0957,0.12109,0.08008,0.10352,0.15039
